Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,PriorExperience
29,Voluntary Resignation,Travel_Rarely,27,3,Marketing,Female,3,Sales Executive,Married,24525,1,No,10,10,0
29,Voluntary Resignation,Travel_Rarely,27,3,Technical Degree,Female,3,Sales Executive,Married,24525,8,No,10,10,0
35,Current employee,Travel_Rarely,16,3,Life Sciences,Female,3,Sales Executive,Married,24525,1,No,10,10,0
35,Current employee,Travel_Rarely,16,3,Medical,Female,3,Sales Executive,Married,24525,7,No,10,10,0
29,Voluntary Resignation,Travel_Rarely,27,3,Marketing,Female,3,Sales Executive,Married,24525,1,No,10,10,0
35,Current employee,Travel_Rarely,16,3,Life Sciences,Female,3,Sales Executive,Married,24525,1,No,10,10,0
35,Current employee,Travel_Rarely,16,3,Medical,Female,3,Sales Executive,Married,24525,7,No,10,10,0
29,Voluntary Resignation,Travel_Rarely,27,3,Technical Degree,Female,3,Sales Executive,Married,24525,8,No,10,10,0
29,Voluntary Resignation,Travel_Rarely,27,3,Marketing,Female,3,Sales Executive,Married,24525,1,No,10,10,0
29,Voluntary Resignation,Travel_Rarely,27,3,Technical Degree,Female,3,Sales Executive,Married,24525,8,No,10,10,0
35,Current employee,Travel_Rarely,16,3,Life Sciences,Female,3,Sales Executive,Married,24525,1,No,10,10,0
35,Current employee,Travel_Rarely,16,3,Medical,Female,3,Sales Executive,Married,24525,7,No,10,10,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,1,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,1,Yes,4,4,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,3,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Medical,Male,1,Research Scientist,Divorced,12392,3,Yes,4,4,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,9150,1,Yes,4,4,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,11148,3,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,1,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Medical,Male,1,Research Scientist,Divorced,12392,3,Yes,4,4,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,1,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,1,Yes,4,4,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,3,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Medical,Male,1,Research Scientist,Divorced,12392,3,Yes,4,4,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,9150,1,Yes,4,4,0
22,Current employee,Travel_Rarely,5,3,Life Sciences,Male,1,Research Scientist,Divorced,11148,3,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Life Sciences,Male,1,Research Scientist,Divorced,12392,1,Yes,4,4,0
31,Voluntary Resignation,Travel_Frequently,20,3,Medical,Male,1,Research Scientist,Divorced,12392,3,Yes,4,4,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
55,Current employee,Travel_Rarely,18,5,Life Sciences,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
55,Current employee,Travel_Rarely,18,5,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
53,Current employee,Travel_Rarely,13,2,Medical,Female,1,Sales Representative,Divorced,14947,1,No,1,1,0
54,Current employee,Travel_Rarely,17,3,Medical,Female,5,Manager,Married,25811,1,Yes,35,10,25
55,Current employee,Travel_Rarely,1,4,Medical,Female,4,Research Director,Divorced,12414,2,No,31,7,24
55,Current employee,Travel_Rarely,18,5,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
55,Current employee,Travel_Rarely,18,5,Life Sciences,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
55,Current employee,Travel_Rarely,18,5,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
36,Current employee,Travel_Frequently,18,1,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
53,Current employee,Travel_Rarely,13,2,Medical,Female,1,Sales Representative,Divorced,14947,1,No,1,1,0
54,Current employee,Travel_Rarely,17,3,Medical,Female,5,Manager,Married,25811,1,Yes,35,10,25
55,Current employee,Travel_Rarely,1,4,Medical,Female,4,Research Director,Divorced,12414,2,No,31,7,24
55,Current employee,Travel_Rarely,18,5,Medical,Female,1,Laboratory Technician,Single,7703,1,No,8,8,0
40,Current employee,Non-Travel,9,5,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
41,Current employee,Non-Travel,10,2,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
40,Current employee,Non-Travel,9,5,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
41,Current employee,Non-Travel,10,2,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
40,Current employee,Non-Travel,9,5,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
40,Current employee,Non-Travel,9,5,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
41,Current employee,Non-Travel,10,2,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
41,Current employee,Non-Travel,10,2,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
40,Current employee,Non-Travel,9,5,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
41,Current employee,Non-Travel,10,2,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
40,Current employee,Non-Travel,9,5,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
41,Current employee,Non-Travel,10,2,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
40,Current employee,Non-Travel,9,5,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
40,Current employee,Non-Travel,9,5,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
41,Current employee,Non-Travel,10,2,Life Sciences,Male,2,Healthcare Representative,Married,14242,9,No,5,3,2
41,Current employee,Non-Travel,10,2,Medical,Male,2,Healthcare Representative,Married,14242,0,No,5,3,2
46,Current employee,Travel_Rarely,1,4,Medical,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Life Sciences,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
46,Current employee,Travel_Rarely,1,4,Human Resources,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Marketing,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Life Sciences,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Marketing,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
46,Current employee,Travel_Rarely,1,4,Medical,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
46,Current employee,Travel_Rarely,1,4,Human Resources,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
46,Current employee,Travel_Rarely,1,4,Medical,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Life Sciences,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
46,Current employee,Travel_Rarely,1,4,Human Resources,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Marketing,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Life Sciences,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
40,Current employee,Travel_Rarely,6,3,Marketing,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
46,Current employee,Travel_Rarely,1,4,Medical,Male,3,Healthcare Representative,Divorced,12368,7,No,17,4,13
46,Current employee,Travel_Rarely,1,4,Human Resources,Male,3,Healthcare Representative,Divorced,12368,0,No,17,4,13
32,Voluntary Resignation,Travel_Rarely,4,4,Medical,Male,3,Sales Executive,Married,25812,1,No,14,14,0
32,Voluntary Resignation,Travel_Rarely,4,4,Life Sciences,Male,3,Sales Executive,Married,25812,5,No,14,14,0
39,Current employee,Travel_Frequently,8,1,Medical,Male,3,Sales Executive,Married,25812,6,No,14,14,0
32,Voluntary Resignation,Travel_Rarely,4,4,Medical,Male,3,Sales Executive,Married,25812,1,No,14,14,0
32,Voluntary Resignation,Travel_Rarely,4,4,Life Sciences,Male,3,Sales Executive,Married,25812,5,No,14,14,0
39,Current employee,Travel_Frequently,8,1,Life Sciences,Male,3,Sales Executive,Married,25812,1,No,14,14,0
39,Current employee,Travel_Frequently,8,1,Medical,Male,3,Sales Executive,Married,25812,6,No,14,14,0
32,Voluntary Resignation,Travel_Rarely,4,4,Medical,Male,3,Sales Executive,Married,25812,1,No,14,14,0
39,Current employee,Travel_Frequently,8,1,Life Sciences,Male,3,Sales Executive,Married,25812,1,No,14,14,0
32,Voluntary Resignation,Travel_Rarely,4,4,Life Sciences,Male,3,Sales Executive,Married,25812,5,No,14,14,0
39,Current employee,Travel_Frequently,8,1,Medical,Male,3,Sales Executive,Married,25812,6,No,14,14,0
32,Voluntary Resignation,Travel_Rarely,4,4,Medical,Male,3,Sales Executive,Married,25812,1,No,14,14,0
32,Voluntary Resignation,Travel_Rarely,4,4,Life Sciences,Male,3,Sales Executive,Married,25812,5,No,14,14,0
39,Current employee,Travel_Frequently,8,1,Life Sciences,Male,3,Sales Executive,Married,25812,1,No,14,14,0
30,Current employee,Non-Travel,1,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
30,Current employee,Non-Travel,1,1,Human Resources,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
30,Current employee,Non-Travel,1,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
30,Current employee,Non-Travel,1,1,Human Resources,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
30,Current employee,Non-Travel,1,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
30,Current employee,Non-Travel,1,1,Human Resources,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
30,Current employee,Non-Travel,1,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
30,Current employee,Non-Travel,1,1,Human Resources,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
31,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Manufacturing Director,Single,20925,1,No,12,11,1
27,Current employee,Travel_Frequently,20,3,Life Sciences,Female,2,Sales Executive,Single,12916,1,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Life Sciences,Female,2,Sales Executive,Single,12916,1,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
27,Current employee,Travel_Frequently,20,3,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Life Sciences,Female,2,Sales Executive,Single,23281,1,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
27,Current employee,Travel_Frequently,20,3,Life Sciences,Female,2,Sales Executive,Single,12916,1,No,7,7,0
27,Current employee,Travel_Frequently,20,3,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
27,Current employee,Travel_Frequently,20,3,Life Sciences,Female,2,Sales Executive,Single,12916,1,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Life Sciences,Female,2,Sales Executive,Single,12916,1,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
27,Current employee,Travel_Frequently,20,3,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Life Sciences,Female,2,Sales Executive,Single,23281,1,No,7,7,0
26,Voluntary Resignation,Travel_Frequently,17,4,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
27,Current employee,Travel_Frequently,20,3,Life Sciences,Female,2,Sales Executive,Single,12916,1,No,7,7,0
27,Current employee,Travel_Frequently,20,3,Medical,Female,2,Sales Executive,Single,12916,7,No,7,7,0
51,Current employee,Travel_Rarely,8,4,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
51,Current employee,Travel_Rarely,8,4,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
51,Current employee,Travel_Rarely,8,4,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
51,Current employee,Travel_Rarely,8,4,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
51,Current employee,Travel_Rarely,8,4,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
51,Current employee,Travel_Rarely,8,4,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
31,Current employee,Travel_Rarely,7,3,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
51,Current employee,Travel_Rarely,8,4,Life Sciences,Male,3,Research Director,Married,15736,5,No,16,10,6
51,Current employee,Travel_Rarely,8,4,Marketing,Male,3,Research Director,Married,15736,2,No,16,10,6
30,Voluntary Resignation,Travel_Rarely,3,3,Technical Degree,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Life Sciences,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
30,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,1,Research Scientist,Single,8556,2,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Other,Female,1,Research Scientist,Single,8556,3,Yes,8,5,3
30,Voluntary Resignation,Travel_Rarely,3,3,Technical Degree,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
30,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,1,Research Scientist,Single,8556,2,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Life Sciences,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Other,Female,1,Research Scientist,Single,8556,3,Yes,8,5,3
30,Voluntary Resignation,Travel_Rarely,3,3,Technical Degree,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Life Sciences,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
30,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,1,Research Scientist,Single,8556,2,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Other,Female,1,Research Scientist,Single,8556,3,Yes,8,5,3
30,Voluntary Resignation,Travel_Rarely,3,3,Technical Degree,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
30,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,1,Research Scientist,Single,8556,2,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Life Sciences,Female,1,Research Scientist,Single,8556,5,Yes,8,5,3
34,Current employee,Travel_Rarely,21,4,Other,Female,1,Research Scientist,Single,8556,3,Yes,8,5,3
41,Current employee,Travel_Rarely,6,3,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,1,Yes,16,1,15
41,Current employee,Travel_Rarely,6,3,Marketing,Female,3,Manager,Single,14674,1,Yes,16,1,15
41,Current employee,Travel_Rarely,6,3,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,1,Yes,16,1,15
41,Current employee,Travel_Rarely,6,3,Marketing,Female,3,Manager,Single,14674,1,Yes,16,1,15
41,Current employee,Travel_Rarely,6,3,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,1,Yes,16,1,15
41,Current employee,Travel_Rarely,6,3,Marketing,Female,3,Manager,Single,14674,1,Yes,16,1,15
41,Current employee,Travel_Rarely,6,3,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,3,Yes,16,1,15
41,Current employee,Travel_Rarely,2,5,Life Sciences,Female,3,Manager,Single,14674,1,Yes,16,1,15
41,Current employee,Travel_Rarely,6,3,Marketing,Female,3,Manager,Single,14674,1,Yes,16,1,15
30,Voluntary Resignation,Travel_Frequently,26,4,Marketing,Female,2,Sales Executive,Single,22967,5,No,9,6,3
37,Current employee,Travel_Rarely,1,4,Life Sciences,Female,2,Sales Executive,Single,22967,5,No,9,6,3
37,Current employee,Travel_Rarely,1,4,Life Sciences,Female,2,Sales Executive,Single,22967,4,No,9,6,3
30,Voluntary Resignation,Travel_Frequently,26,4,Technical Degree,Female,2,Sales Executive,Single,22967,7,No,9,6,3
30,Voluntary Resignation,Travel_Frequently,26,4,Marketing,Female,2,Sales Executive,Single,22967,5,No,9,6,3
30,Voluntary Resignation,Travel_Frequently,26,4,Technical Degree,Female,2,Sales Executive,Single,22967,7,No,9,6,3
37,Current employee,Travel_Rarely,1,4,Life Sciences,Female,2,Sales Executive,Single,,5,No,9,6,3
37,Current employee,Travel_Rarely,1,4,Life Sciences,Female,2,Sales Executive,Single,22967,4,No,9,6,3
30,Voluntary Resignation,Travel_Frequently,26,4,Marketing,Female,2,Sales Executive,Single,22967,5,No,9,6,3
